"Agriculture Year",District,Crop,Area,"Area Unit",Production,"Production Unit",Productivity,"Productivity Unit"
2002-03,Kollam,Paddy,11457,Hectare,24204,MT,2113,"Kg/ Hectare"
2002-03,Pathanamthitta,Paddy,5431,Hectare,13521,MT,2490,"Kg/ Hectare"
2002-03,Alappuzha,Paddy,29635,Hectare,91561,MT,3090,"Kg/ Hectare"
2002-03,Kottayam,Paddy,12264,Hectare,30884,MT,2518,"Kg/ Hectare"
2002-03,Idukki,Paddy,3785,Hectare,8574,MT,2265,"Kg/ Hectare"
2002-03,Ernakulam,Paddy,32072,Hectare,60886,MT,1898,"Kg/ Hectare"
2002-03,Thrissur,Paddy,37274,Hectare,87272,MT,2341,"Kg/ Hectare"
2002-03,Palakkad,Paddy,115910,Hectare,243926,MT,2104,"Kg/ Hectare"
2002-03,Malappuram,Paddy,19678,Hectare,38981,MT,1981,"Kg/ Hectare"
2002-03,Kozhikode,Paddy,5085,Hectare,7167,MT,1409,"Kg/ Hectare"
2002-03,Wayanad,Paddy,12988,Hectare,31326,MT,2412,"Kg/ Hectare"
2002-03,Kannur,Paddy,11323,Hectare,20794,MT,1836,"Kg/ Hectare"
2002-03,Kasaragod,Paddy,7196,Hectare,15644,MT,2174,"Kg/ Hectare"
2002-03,Thiruvananthapuram,Tapioca,23922,Hectare,392510,MT,16408,"Kg/ Hectare"
2002-03,Kollam,Tapioca,24065,Hectare,556140,MT,23110,"Kg/ Hectare"
2002-03,Pathanamthitta,Tapioca,7614,Hectare,186265,MT,24463,"Kg/ Hectare"
2002-03,Alappuzha,Tapioca,4121,Hectare,70944,MT,17215,"Kg/ Hectare"
2002-03,Kottayam,Tapioca,7426,Hectare,224130,MT,30182,"Kg/ Hectare"
2002-03,Idukki,Tapioca,7806,Hectare,249774,MT,31998,"Kg/ Hectare"
2002-03,Ernakulam,Tapioca,5668,Hectare,170411,MT,30065,"Kg/ Hectare"
2002-03,Thrissur,Tapioca,1376,Hectare,25861,MT,18794,"Kg/ Hectare"
2002-03,Palakkad,Tapioca,4960,Hectare,105002,MT,21170,"Kg/ Hectare"
2002-03,Malappuram,Tapioca,6947,Hectare,176344,MT,25384,"Kg/ Hectare"
2002-03,Kozhikode,Tapioca,3964,Hectare,77016,MT,19429,"Kg/ Hectare"
2002-03,Wayanad,Tapioca,1915,Hectare,65180,MT,34037,"Kg/ Hectare"
2002-03,Kannur,Tapioca,3247,Hectare,86223,MT,26555,"Kg/ Hectare"
2002-03,Kasaragod,Tapioca,1148,Hectare,27417,MT,23882,"Kg/ Hectare"
2002-03,Thiruvananthapuram,Banana,2496,Hectare,16739,MT,6706,"Kg/ Hectare"
2002-03,Kollam,Banana,1800,Hectare,14596,MT,8109,"Kg/ Hectare"
2002-03,Pathanamthitta,Banana,2055,Hectare,18389,MT,8948,"Kg/ Hectare"
2002-03,Alappuzha,Banana,470,Hectare,3815,MT,8117,"Kg/ Hectare"
2002-03,Kottayam,Banana,3394,Hectare,32373,MT,9538,"Kg/ Hectare"
2002-03,Idukki,Banana,1602,Hectare,13608,MT,8494,"Kg/ Hectare"
2002-03,Ernakulam,Banana,6410,Hectare,46806,MT,7302,"Kg/ Hectare"
2002-03,Thrissur,Banana,2844,Hectare,19974,MT,7023,"Kg/ Hectare"
2002-03,Palakkad,Banana,8155,Hectare,65005,MT,7971,"Kg/ Hectare"
2002-03,Malappuram,Banana,9804,Hectare,67931,MT,6929,"Kg/ Hectare"
2002-03,Kozhikode,Banana,1963,Hectare,16640,MT,8477,"Kg/ Hectare"
2002-03,Wayanad,Banana,11466,Hectare,77963,MT,6799,"Kg/ Hectare"
2002-03,Kannur,Banana,2445,Hectare,20280,MT,8294,"Kg/ Hectare"
2002-03,Kasaragod,Banana,764,Hectare,7690,MT,10065,"Kg/ Hectare"
2002-03,Thiruvananthapuram,Plantain,5562,Hectare,39445,MT,7092,"Kg/ Hectare"
2002-03,Kollam,Plantain,4193,Hectare,31173,MT,7435,"Kg/ Hectare"
2002-03,Pathanamthitta,Plantain,2282,Hectare,23661,MT,10369,"Kg/ Hectare"
2002-03,Alappuzha,Plantain,2343,Hectare,15843,MT,6762,"Kg/ Hectare"
2002-03,Kottayam,Plantain,3896,Hectare,34511,MT,8858,"Kg/ Hectare"
2002-03,Idukki,Plantain,3209,Hectare,37394,MT,11653,"Kg/ Hectare"
2002-03,Ernakulam,Plantain,5007,Hectare,40336,MT,8056,"Kg/ Hectare"
2002-03,Thrissur,Plantain,6611,Hectare,30526,MT,4617,"Kg/ Hectare"
2002-03,Palakkad,Plantain,6362,Hectare,61864,MT,9724,"Kg/ Hectare"
2002-03,Malappuram,Plantain,4146,Hectare,24645,MT,5944,"Kg/ Hectare"
2002-03,Kozhikode,Plantain,2923,Hectare,16184,MT,5537,"Kg/ Hectare"
2002-03,Wayanad,Plantain,1838,Hectare,14283,MT,7771,"Kg/ Hectare"
2002-03,Kannur,Plantain,3679,Hectare,18528,MT,5036,"Kg/ Hectare"
2002-03,Kasaragod,Plantain,2760,Hectare,20889,MT,7568,"Kg/ Hectare"
2002-03,Thiruvananthapuram,Jack,6615,Hectare,31,"Million Nuts",4686,"Kg/ Hectare"
2002-03,Kollam,Jack,6142,Hectare,22,"Million Nuts",3582,"Kg/ Hectare"
2002-03,Pathanamthitta,Jack,2903,Hectare,16,"Million Nuts",5512,"Kg/ Hectare"
2002-03,Alappuzha,Jack,3015,Hectare,5,"Million Nuts",1658,"Kg/ Hectare"
2002-03,Kottayam,Jack,4501,Hectare,21,"Million Nuts",4666,"Kg/ Hectare"
2002-03,Idukki,Jack,6332,Hectare,28,"Million Nuts",4422,"Kg/ Hectare"
2002-03,Ernakulam,Jack,4755,Hectare,18,"Million Nuts",3785,"Kg/ Hectare"
2002-03,Thrissur,Jack,5515,Hectare,21,"Million Nuts",3808,"Kg/ Hectare"
2002-03,Palakkad,Jack,5398,Hectare,21,"Million Nuts",3890,"Kg/ Hectare"
2002-03,Malappuram,Jack,9847,Hectare,30,"Million Nuts",3047,"Kg/ Hectare"
2002-03,Kozhikode,Jack,10814,Hectare,23,"Million Nuts",2127,"Kg/ Hectare"
2002-03,Wayanad,Jack,10241,Hectare,26,"Million Nuts",2539,"Kg/ Hectare"
2002-03,Kannur,Jack,13828,Hectare,46,"Million Nuts",3327,"Kg/ Hectare"
2002-03,Kasaragod,Jack,2745,Hectare,12,"Million Nuts",4372,"Kg/ Hectare"
2002-03,Thiruvananthapuram,Cashew,2349,Hectare,1097,MT,467,"Kg/ Hectare"
2002-03,Kollam,Cashew,4663,Hectare,3043,MT,653,"Kg/ Hectare"
2002-03,Pathanamthitta,Cashew,1107,Hectare,527,MT,476,"Kg/ Hectare"
2002-03,Alappuzha,Cashew,4313,Hectare,1349,MT,313,"Kg/ Hectare"
2002-03,Kottayam,Cashew,700,Hectare,226,MT,323,"Kg/ Hectare"
2002-03,Idukki,Cashew,1321,Hectare,788,MT,597,"Kg/ Hectare"
2002-03,Ernakulam,Cashew,1364,Hectare,607,MT,445,"Kg/ Hectare"
2002-03,Thrissur,Cashew,3854,Hectare,1982,MT,514,"Kg/ Hectare"
2002-03,Palakkad,Cashew,5463,Hectare,2316,MT,424,"Kg/ Hectare"
2002-03,Malappuram,Cashew,10735,Hectare,4481,MT,417,"Kg/ Hectare"
2002-03,Kozhikode,Cashew,3883,Hectare,2177,MT,561,"Kg/ Hectare"
2002-03,Wayanad,Cashew,1455,Hectare,1283,MT,882,"Kg/ Hectare"
2002-03,Kannur,Cashew,27123,Hectare,25474,MT,939,"Kg/ Hectare"
2002-03,Kasaragod,Cashew,20218,Hectare,20737,MT,1026,"Kg/ Hectare"
2002-03,Thiruvananthapuram,Coconut,87118,Hectare,606,"Million Nuts",6956,"Kg/ Hectare"
2002-03,Kollam,Coconut,71310,Hectare,411,"Million Nuts",5764,"Kg/ Hectare"
2002-03,Pathanamthitta,Coconut,21764,Hectare,122,"Million Nuts",5606,"Kg/ Hectare"
2002-03,Alappuzha,Coconut,55407,Hectare,267,"Million Nuts",4819,"Kg/ Hectare"
2002-03,Kottayam,Coconut,41424,Hectare,213,"Million Nuts",5142,"Kg/ Hectare"
2002-03,Idukki,Coconut,25810,Hectare,104,"Million Nuts",4029,"Kg/ Hectare"
2002-03,Ernakulam,Coconut,61034,Hectare,309,"Million Nuts",5063,"Kg/ Hectare"
2002-03,Thrissur,Coconut,86068,Hectare,620,"Million Nuts",7204,"Kg/ Hectare"
2002-03,Palakkad,Coconut,53207,Hectare,363,"Million Nuts",6822,"Kg/ Hectare"
2002-03,Malappuram,Coconut,107254,Hectare,787,"Million Nuts",7338,"Kg/ Hectare"
2002-03,Kozhikode,Coconut,127402,Hectare,888,"Million Nuts",6970,"Kg/ Hectare"
2002-03,Wayanad,Coconut,10947,Hectare,51,"Million Nuts",4659,"Kg/ Hectare"
2002-03,Kannur,Coconut,94217,Hectare,559,"Million Nuts",5933,"Kg/ Hectare"
2002-03,Kasaragod,Coconut,56236,Hectare,409,"Million Nuts",7273,"Kg/ Hectare"
2002-03,Thiruvananthapuram,Arecanut,1216,Hectare,520,MT,428,"Kg/ Hectare"
2002-03,Kollam,Arecanut,2502,Hectare,1710,MT,683,"Kg/ Hectare"
2002-03,Pathanamthitta,Arecanut,1343,Hectare,1317,MT,981,"Kg/ Hectare"
2002-03,Alappuzha,Arecanut,2441,Hectare,1016,MT,416,"Kg/ Hectare"
2002-03,Kottayam,Arecanut,1767,Hectare,1085,MT,614,"Kg/ Hectare"
2002-03,Idukki,Arecanut,4096,Hectare,3846,MT,939,"Kg/ Hectare"
2002-03,Ernakulam,Arecanut,4886,Hectare,3728,MT,763,"Kg/ Hectare"
2002-03,Thrissur,Arecanut,7526,Hectare,6903,MT,917,"Kg/ Hectare"
2002-03,Palakkad,Arecanut,4936,Hectare,5706,MT,1156,"Kg/ Hectare"
2002-03,Malappuram,Arecanut,19622,Hectare,17527,MT,893,"Kg/ Hectare"
2002-03,Kozhikode,Arecanut,10584,Hectare,15584,MT,1472,"Kg/ Hectare"
2002-03,Wayanad,Arecanut,7201,Hectare,3237,MT,450,"Kg/ Hectare"
2002-03,Kannur,Arecanut,14182,Hectare,14737,MT,1039,"Kg/ Hectare"
2002-03,Kasaragod,Arecanut,15183,Hectare,30363,MT,2000,"Kg/ Hectare"
2002-03,Thiruvananthapuram,Pepper,6569,Hectare,1790,MT,272,"Kg/ Hectare"
2002-03,Kollam,Pepper,10633,Hectare,3235,MT,304,"Kg/ Hectare"
2002-03,Pathanamthitta,Pepper,5214,Hectare,1231,MT,236,"Kg/ Hectare"
2002-03,Alappuzha,Pepper,1940,Hectare,174,MT,90,"Kg/ Hectare"
2002-03,Kottayam,Pepper,9245,Hectare,1436,MT,155,"Kg/ Hectare"
2002-03,Idukki,Pepper,65142,Hectare,35534,MT,545,"Kg/ Hectare"
2002-03,Ernakulam,Pepper,7309,Hectare,1171,MT,160,"Kg/ Hectare"
2002-03,Thrissur,Pepper,4583,Hectare,787,MT,172,"Kg/ Hectare"
2002-03,Palakkad,Pepper,5482,Hectare,778,MT,142,"Kg/ Hectare"
2002-03,Malappuram,Pepper,9846,Hectare,979,MT,99,"Kg/ Hectare"
2002-03,Kozhikode,Pepper,12365,Hectare,1765,MT,143,"Kg/ Hectare"
2002-03,Wayanad,Pepper,40839,Hectare,12064,MT,295,"Kg/ Hectare"
2002-03,Kannur,Pepper,22492,Hectare,4362,MT,194,"Kg/ Hectare"
2002-03,Kasaragod,Pepper,6948,Hectare,2052,MT,295,"Kg/ Hectare"
2002-03,Thiruvananthapuram,Rubber,28415,Hectare,34206,MT,1204,"Kg/ Hectare"
2002-03,Kollam,Rubber,36797,Hectare,48386,MT,1315,"Kg/ Hectare"
2002-03,Pathanamthitta,Rubber,47905,Hectare,62833,MT,1312,"Kg/ Hectare"
2002-03,Alappuzha,Rubber,3825,Hectare,4356,MT,1139,"Kg/ Hectare"
2002-03,Kottayam,Rubber,111776,Hectare,143244,MT,1282,"Kg/ Hectare"
2002-03,Idukki,Rubber,38250,Hectare,45295,MT,1184,"Kg/ Hectare"
2002-03,Ernakulam,Rubber,56737,Hectare,73752,MT,1300,"Kg/ Hectare"
2002-03,Thrissur,Rubber,13396,Hectare,19932,MT,1488,"Kg/ Hectare"
2002-03,Palakkad,Rubber,29064,Hectare,34334,MT,1181,"Kg/ Hectare"
2002-03,Malappuram,Rubber,29335,Hectare,33883,MT,1155,"Kg/ Hectare"
2002-03,Kozhikode,Rubber,17591,Hectare,23490,MT,1335,"Kg/ Hectare"
2002-03,Wayanad,Rubber,6451,Hectare,4753,MT,737,"Kg/ Hectare"
2002-03,Kannur,Rubber,34085,Hectare,40658,MT,1193,"Kg/ Hectare"
2002-03,Kasaragod,Rubber,22420,Hectare,25795,MT,1151,"Kg/ Hectare"
2002-03,Thiruvananthapuram,Cocoa,132,Hectare,50,MT,379,"Kg/ Hectare"
2002-03,Kollam,Cocoa,28,Hectare,7,MT,250,"Kg/ Hectare"
2002-03,Pathanamthitta,Cocoa,810,Hectare,517,MT,638,"Kg/ Hectare"
2002-03,Alappuzha,Cocoa,181,Hectare,121,MT,669,"Kg/ Hectare"
2002-03,Kottayam,Cocoa,1744,Hectare,903,MT,518,"Kg/ Hectare"
2002-03,Idukki,Cocoa,3831,Hectare,2029,MT,530,"Kg/ Hectare"
2002-03,Ernakulam,Cocoa,1428,Hectare,878,MT,615,"Kg/ Hectare"
2002-03,Thrissur,Cocoa,132,Hectare,66,MT,500,"Kg/ Hectare"
2002-03,Palakkad,Cocoa,44,Hectare,33,MT,750,"Kg/ Hectare"
2002-03,Malappuram,Cocoa,63,Hectare,87,MT,1381,"Kg/ Hectare"
2002-03,Kozhikode,Cocoa,494,Hectare,277,MT,561,"Kg/ Hectare"
2002-03,Wayanad,Cocoa,134,Hectare,49,MT,366,"Kg/ Hectare"
2002-03,Kannur,Cocoa,177,Hectare,70,MT,395,"Kg/ Hectare"
2002-03,Kasaragod,Cocoa,97,Hectare,22,MT,227,"Kg/ Hectare"
2002-03,Thiruvananthapuram,Pineapple,298,Hectare,2207,MT,7406,"Kg/ Hectare"
2002-03,Kollam,Pineapple,566,Hectare,4497,MT,7945,"Kg/ Hectare"
2002-03,Pathanamthitta,Pineapple,235,Hectare,1582,MT,6732,"Kg/ Hectare"
2002-03,Alappuzha,Pineapple,105,Hectare,403,MT,3838,"Kg/ Hectare"
2002-03,Kottayam,Pineapple,633,Hectare,4586,MT,7245,"Kg/ Hectare"
2002-03,Idukki,Pineapple,1569,Hectare,15618,MT,9954,"Kg/ Hectare"
2002-03,Ernakulam,Pineapple,6056,Hectare,56478,MT,9326,"Kg/ Hectare"
2002-03,Thrissur,Pineapple,280,Hectare,2048,MT,7314,"Kg/ Hectare"
2002-03,Palakkad,Pineapple,139,Hectare,1001,MT,7201,"Kg/ Hectare"
2002-03,Malappuram,Pineapple,335,Hectare,1827,MT,5454,"Kg/ Hectare"
2002-03,Kozhikode,Pineapple,253,Hectare,1650,MT,6522,"Kg/ Hectare"
2002-03,Wayanad,Pineapple,37,Hectare,169,MT,4568,"Kg/ Hectare"
2002-03,Kannur,Pineapple,349,Hectare,2002,MT,5736,"Kg/ Hectare"
2002-03,Kasaragod,Pineapple,88,Hectare,774,MT,8795,"Kg/ Hectare"
2002-03,Thiruvananthapuram,Pappaya,1041,Hectare,6855,MT,6585,"Kg/ Hectare"
2002-03,Kollam,Pappaya,1099,Hectare,1021,MT,929,"Kg/ Hectare"
2002-03,Pathanamthitta,Pappaya,681,Hectare,3762,MT,5524,"Kg/ Hectare"
2002-03,Alappuzha,Pappaya,1099,Hectare,5467,MT,4975,"Kg/ Hectare"
2002-03,Kottayam,Pappaya,1175,Hectare,8463,MT,7203,"Kg/ Hectare"
2002-03,Idukki,Pappaya,761,Hectare,1895,MT,2490,"Kg/ Hectare"
2002-03,Ernakulam,Pappaya,1497,Hectare,7248,MT,4842,"Kg/ Hectare"
2002-03,Thrissur,Pappaya,1611,Hectare,7045,MT,4373,"Kg/ Hectare"
2002-03,Palakkad,Pappaya,1326,Hectare,8791,MT,6630,"Kg/ Hectare"
2002-03,Malappuram,Pappaya,2325,Hectare,10042,MT,4319,"Kg/ Hectare"
2002-03,Kozhikode,Pappaya,1994,Hectare,1296,MT,650,"Kg/ Hectare"
2002-03,Wayanad,Pappaya,399,Hectare,2664,MT,6677,"Kg/ Hectare"
2002-03,Kannur,Pappaya,1741,Hectare,9325,MT,5356,"Kg/ Hectare"
2002-03,Kasaragod,Pappaya,636,Hectare,3914,MT,6154,"Kg/ Hectare"
2002-03,Thiruvananthapuram,Mango,5006,Hectare,25574,MT,5109,"Kg/ Hectare"
2002-03,Kollam,Mango,5211,Hectare,27221,MT,5224,"Kg/ Hectare"
2002-03,Pathanamthitta,Mango,1630,Hectare,13013,MT,7983,"Kg/ Hectare"
2002-03,Alappuzha,Mango,5708,Hectare,19244,MT,3371,"Kg/ Hectare"
2002-03,Kottayam,Mango,3175,Hectare,15506,MT,4884,"Kg/ Hectare"
2002-03,Idukki,Mango,3142,Hectare,15543,MT,4947,"Kg/ Hectare"
2002-03,Ernakulam,Mango,4514,Hectare,16953,MT,3756,"Kg/ Hectare"
2002-03,Thrissur,Mango,7692,Hectare,27166,MT,3532,"Kg/ Hectare"
2002-03,Palakkad,Mango,8742,Hectare,46783,MT,5352,"Kg/ Hectare"
2002-03,Malappuram,Mango,11167,Hectare,36403,MT,3260,"Kg/ Hectare"
2002-03,Kozhikode,Mango,10483,Hectare,19320,MT,1843,"Kg/ Hectare"
2002-03,Wayanad,Mango,4830,Hectare,11416,MT,2364,"Kg/ Hectare"
2002-03,Kannur,Mango,12003,Hectare,57320,MT,4775,"Kg/ Hectare"
2002-03,Kasaragod,Mango,3041,Hectare,15692,MT,5160,"Kg/ Hectare"
2002-03,Thiruvananthapuram,Ginger,106,Hectare,282,MT,2660,"Kg/ Hectare"
2002-03,Kollam,Ginger,612,Hectare,1648,MT,2693,"Kg/ Hectare"
2002-03,Pathanamthitta,Ginger,619,Hectare,1536,MT,2481,"Kg/ Hectare"
2002-03,Alappuzha,Ginger,125,Hectare,220,MT,1760,"Kg/ Hectare"
2002-03,Kottayam,Ginger,211,Hectare,619,MT,2934,"Kg/ Hectare"
2002-03,Idukki,Ginger,1374,Hectare,4791,MT,3487,"Kg/ Hectare"
2002-03,Ernakulam,Ginger,421,Hectare,1162,MT,2760,"Kg/ Hectare"
2002-03,Thrissur,Ginger,136,Hectare,285,MT,2096,"Kg/ Hectare"
2002-03,Palakkad,Ginger,1133,Hectare,4196,MT,3703,"Kg/ Hectare"
2002-03,Malappuram,Ginger,181,Hectare,424,MT,2343,"Kg/ Hectare"
2002-03,Kozhikode,Ginger,217,Hectare,598,MT,2756,"Kg/ Hectare"
2002-03,Wayanad,Ginger,3450,Hectare,15164,MT,4395,"Kg/ Hectare"
2002-03,Kannur,Ginger,266,Hectare,942,MT,3541,"Kg/ Hectare"
2002-03,Kasaragod,Ginger,147,Hectare,545,MT,3707,"Kg/ Hectare"
2002-03,Thiruvananthapuram,Turmeric,45,Hectare,72,MT,1600,"Kg/ Hectare"
2002-03,Kollam,Turmeric,258,Hectare,449,MT,1740,"Kg/ Hectare"
2002-03,Pathanamthitta,Turmeric,102,Hectare,144,MT,1412,"Kg/ Hectare"
2002-03,Alappuzha,Turmeric,9,Hectare,11,MT,1222,"Kg/ Hectare"
2002-03,Kottayam,Turmeric,178,Hectare,466,MT,2618,"Kg/ Hectare"
2002-03,Idukki,Turmeric,257,Hectare,623,MT,2424,"Kg/ Hectare"
2002-03,Ernakulam,Turmeric,493,Hectare,1092,MT,2215,"Kg/ Hectare"
2002-03,Thrissur,Turmeric,125,Hectare,219,MT,1752,"Kg/ Hectare"
2002-03,Palakkad,Turmeric,698,Hectare,1747,MT,2503,"Kg/ Hectare"
2002-03,Malappuram,Turmeric,339,Hectare,576,MT,1699,"Kg/ Hectare"
2002-03,Kozhikode,Turmeric,305,Hectare,723,MT,2370,"Kg/ Hectare"
2002-03,Wayanad,Turmeric,127,Hectare,270,MT,2126,"Kg/ Hectare"
2002-03,Kannur,Turmeric,136,Hectare,384,MT,2824,"Kg/ Hectare"
2002-03,Kasaragod,Turmeric,68,Hectare,162,MT,2382,"Kg/ Hectare"
2002-03,Thiruvananthapuram,Cardamom,,Hectare,,MT,,"Kg/ Hectare"
2002-03,Kollam,Cardamom,11,Hectare,,MT,,"Kg/ Hectare"
2002-03,Pathanamthitta,Cardamom,664,Hectare,78,MT,117,"Kg/ Hectare"
2002-03,Alappuzha,Cardamom,,Hectare,,MT,,"Kg/ Hectare"
2002-03,Kottayam,Cardamom,200,Hectare,24,MT,120,"Kg/ Hectare"
2002-03,Idukki,Cardamom,32743,Hectare,8057,MT,246,"Kg/ Hectare"
2002-03,Ernakulam,Cardamom,,Hectare,,MT,,"Kg/ Hectare"
2002-03,Thrissur,Cardamom,,Hectare,,MT,,"Kg/ Hectare"
2002-03,Palakkad,Cardamom,2754,Hectare,201,MT,73,"Kg/ Hectare"
2002-03,Malappuram,Cardamom,70,Hectare,3,MT,43,"Kg/ Hectare"
2002-03,Kozhikode,Cardamom,220,Hectare,,MT,,"Kg/ Hectare"
2002-03,Wayanad,Cardamom,4107,Hectare,317,MT,77,"Kg/ Hectare"
2002-03,Kannur,Cardamom,128,Hectare,,MT,,"Kg/ Hectare"
2002-03,Kasaragod,Cardamom,515,Hectare,,MT,,"Kg/ Hectare"
2002-03,Thiruvananthapuram,Tea,966,Hectare,336,MT,348,"Kg/ Hectare"
2002-03,Kollam,Tea,,Hectare,359,MT,,"Kg/ Hectare"
2002-03,Pathanamthitta,Tea,1348,Hectare,,MT,,"Kg/ Hectare"
2002-03,Alappuzha,Tea,,Hectare,,MT,,"Kg/ Hectare"
2002-03,Kottayam,Tea,2176,Hectare,226,MT,104,"Kg/ Hectare"
2002-03,Idukki,Tea,24953,Hectare,39854,MT,1597,"Kg/ Hectare"
2002-03,Ernakulam,Tea,2,Hectare,,MT,,"Kg/ Hectare"
2002-03,Thrissur,Tea,530,Hectare,1466,MT,2766,"Kg/ Hectare"
2002-03,Palakkad,Tea,852,Hectare,2124,MT,2493,"Kg/ Hectare"
2002-03,Malappuram,Tea,192,Hectare,,MT,,"Kg/ Hectare"
2002-03,Kozhikode,Tea,,Hectare,,MT,,"Kg/ Hectare"
2002-03,Wayanad,Tea,6049,Hectare,10983,MT,1816,"Kg/ Hectare"
2002-03,Kannur,Tea,,Hectare,,MT,,"Kg/ Hectare"
2002-03,Kasaragod,Tea,,Hectare,,MT,,"Kg/ Hectare"
2002-03,Thiruvananthapuram,Coffee,,Hectare,,MT,,"Kg/ Hectare"
2002-03,Kollam,Coffee,,Hectare,,MT,,"Kg/ Hectare"
2002-03,Pathanamthitta,Coffee,,Hectare,,MT,,"Kg/ Hectare"
2002-03,Alappuzha,Coffee,,Hectare,,MT,,"Kg/ Hectare"
2002-03,Kottayam,Coffee,,Hectare,,MT,,"Kg/ Hectare"
2002-03,Idukki,Coffee,11490,Hectare,8475,MT,738,"Kg/ Hectare"
2002-03,Ernakulam,Coffee,,Hectare,,MT,,"Kg/ Hectare"
2002-03,Thrissur,Coffee,,Hectare,,MT,,"Kg/ Hectare"
2002-03,Palakkad,Coffee,4650,Hectare,2150,MT,462,"Kg/ Hectare"
2002-03,Malappuram,Coffee,,Hectare,,MT,,"Kg/ Hectare"
2002-03,Kozhikode,Coffee,,Hectare,,MT,,"Kg/ Hectare"
2002-03,Wayanad,Coffee,66973,Hectare,52697,MT,787,"Kg/ Hectare"
2002-03,Kannur,Coffee,,Hectare,,MT,,"Kg/ Hectare"
2002-03,Kasaragod,Coffee,,Hectare,,MT,,"Kg/ Hectare"
2002-03,Thiruvananthapuram,Cloves,59,Hectare,4,MT,68,"Kg/ Hectare"
2002-03,Kollam,Cloves,25,Hectare,2,MT,80,"Kg/ Hectare"
2002-03,Pathanamthitta,Cloves,53,Hectare,4,MT,75,"Kg/ Hectare"
2002-03,Alappuzha,Cloves,12,Hectare,1,MT,83,"Kg/ Hectare"
2002-03,Kottayam,Cloves,98,Hectare,8,MT,82,"Kg/ Hectare"
2002-03,Idukki,Cloves,265,Hectare,18,MT,68,"Kg/ Hectare"
2002-03,Ernakulam,Cloves,50,Hectare,4,MT,80,"Kg/ Hectare"
2002-03,Thrissur,Cloves,50,Hectare,3,MT,60,"Kg/ Hectare"
2002-03,Palakkad,Cloves,12,Hectare,1,MT,83,"Kg/ Hectare"
2002-03,Malappuram,Cloves,30,Hectare,2,MT,67,"Kg/ Hectare"
2002-03,Kozhikode,Cloves,34,Hectare,2,MT,59,"Kg/ Hectare"
2002-03,Wayanad,Cloves,18,Hectare,2,MT,111,"Kg/ Hectare"
2002-03,Kannur,Cloves,13,Hectare,1,MT,77,"Kg/ Hectare"
2002-03,Kasaragod,Cloves,18,Hectare,1,MT,56,"Kg/ Hectare"
2002-03,Thiruvananthapuram,Nutmeg,38,Hectare,10,MT,263,"Kg/ Hectare"
2002-03,Kollam,Nutmeg,54,Hectare,13,MT,241,"Kg/ Hectare"
2002-03,Pathanamthitta,Nutmeg,274,Hectare,70,MT,255,"Kg/ Hectare"
2002-03,Alappuzha,Nutmeg,134,Hectare,35,MT,261,"Kg/ Hectare"
2002-03,Kottayam,Nutmeg,608,Hectare,157,MT,258,"Kg/ Hectare"
2002-03,Idukki,Nutmeg,634,Hectare,163,MT,257,"Kg/ Hectare"
2002-03,Ernakulam,Nutmeg,3432,Hectare,917,MT,267,"Kg/ Hectare"
2002-03,Thrissur,Nutmeg,2632,Hectare,560,MT,213,"Kg/ Hectare"
2002-03,Palakkad,Nutmeg,79,Hectare,21,MT,266,"Kg/ Hectare"
2002-03,Malappuram,Nutmeg,200,Hectare,51,MT,255,"Kg/ Hectare"
2002-03,Kozhikode,Nutmeg,202,Hectare,52,MT,257,"Kg/ Hectare"
2002-03,Wayanad,Nutmeg,33,Hectare,10,MT,303,"Kg/ Hectare"
2002-03,Kannur,Nutmeg,62,Hectare,17,MT,274,"Kg/ Hectare"
2002-03,Kasaragod,Nutmeg,36,Hectare,10,MT,278,"Kg/ Hectare"
2002-03,Thiruvananthapuram,"Betel leaves",24,Hectare,4294,MT,178917,"Kg/ Hectare"
2002-03,Kollam,"Betel leaves",58,Hectare,2235,MT,38534,"Kg/ Hectare"
2002-03,Pathanamthitta,"Betel leaves",61,Hectare,10915,MT,178934,"Kg/ Hectare"
2002-03,Alappuzha,"Betel leaves",72,Hectare,12884,MT,178944,"Kg/ Hectare"
2002-03,Kottayam,"Betel leaves",14,Hectare,2504,MT,178857,"Kg/ Hectare"
2002-03,Idukki,"Betel leaves",1,Hectare,179,MT,179000,"Kg/ Hectare"
2002-03,Ernakulam,"Betel leaves",52,Hectare,9303,MT,178904,"Kg/ Hectare"
2002-03,Thrissur,"Betel leaves",27,Hectare,4830,MT,178889,"Kg/ Hectare"
2002-03,Palakkad,"Betel leaves",2,Hectare,358,MT,179000,"Kg/ Hectare"
2002-03,Malappuram,"Betel leaves",624,Hectare,119053,MT,190790,"Kg/ Hectare"
2002-03,Kozhikode,"Betel leaves",8,Hectare,1431,MT,178875,"Kg/ Hectare"
2002-03,Wayanad,"Betel leaves",,Hectare,,MT,,"Kg/ Hectare"
2002-03,Kannur,"Betel leaves",3,Hectare,536,MT,178667,"Kg/ Hectare"
2002-03,Kasaragod,"Betel leaves",17,Hectare,3042,MT,178941,"Kg/ Hectare"
2003-04,Thiruvananthapuram,Paddy,5371,Hectare,11278,MT,2100,"Kg/ Hectare"
2003-04,Kollam,Paddy,10187,Hectare,22419,MT,2201,"Kg/ Hectare"
2003-04,Pathanamthitta,Paddy,5262,Hectare,12641,MT,2402,"Kg/ Hectare"
